ID,Title,Artist,Album,File_Path,Cover_Path,First_Comment,Lowest_Pitch,First_Quartile_Pitch,Medium_Pitch,Third_Quartile_Pitch,Highest_Pitch
511,一笑置之,Christine Fan,恰如其分的自己,./Music/恰如其分的自己/Christine Fan - 一笑置之.mp3,./Cover/恰如其分的自己.jpg,https://www.youtube.com/watch?v=fu-uPcPAvnc,57,62,66,69,76
512,不忘,Christine Fan,恰如其分的自己,./Music/恰如其分的自己/Christine Fan - 不忘.mp3,./Cover/恰如其分的自己.jpg,https://www.youtube.com/watch?v=tbOdpbC3tZU,48,60,62,67,71
513,恰如其分的自己,Christine Fan,恰如其分的自己,./Music/恰如其分的自己/Christine Fan - 恰如其分的自己.mp3,./Cover/恰如其分的自己.jpg,https://www.youtube.com/watch?v=a7Jcnm98v3w,52,61,66,68,73
514,畏光,Christine Fan,恰如其分的自己,./Music/恰如其分的自己/Christine Fan - 畏光.mp3,./Cover/恰如其分的自己.jpg,https://www.youtube.com/watch?v=XTF45nYyUY0,48,58,63,67,70
515,百憂解,Christine Fan,恰如其分的自己,./Music/恰如其分的自己/Christine Fan - 百憂解.mp3,./Cover/恰如其分的自己.jpg,https://www.youtube.com/watch?v=x7kezbbQ8Rs,56,61,65,66,72
516,自修室日記,Christine Fan,恰如其分的自己,./Music/恰如其分的自己/Christine Fan - 自修室日記.mp3,./Cover/恰如其分的自己.jpg,https://www.youtube.com/watch?v=gTJIfUx7nik,44,63,65,68,77
517,惑者,Who Cares 胡凱兒,惑者,./Music/惑者/Who Cares 胡凱兒 - 惑者.mp3,./Cover/惑者.jpg,https://music.youtube.com/watch?v=kaiTMtspyIk,45,57,61,64,71
518,4/7,貝克小姐Miss Bac.,愛之船,./Music/愛之船/貝克小姐Miss Bac. - 47.mp3,./Cover/愛之船.jpg,https://www.youtube.com/watch?v=Ejke_wJbYfI,57,64,66,69,71
519,不敢在夢裡面對夢醒的感受,貝克小姐Miss Bac.,愛之船,./Music/愛之船/貝克小姐Miss Bac. - 不敢在夢裡面對夢醒的感受.mp3,./Cover/愛之船.jpg,https://www.youtube.com/watch?v=noOaFBeFcW8,44,63,65,68,70
520,或許這裡,貝克小姐Miss Bac.,愛之船,./Music/愛之船/貝克小姐Miss Bac. - 或許這裡.mp3,./Cover/愛之船.jpg,https://www.youtube.com/watch?v=L8Ep_akd2_E,47,60,63,65,68
521,倒帶,Jam Hsiao,愛的時刻 自選輯,./Music/愛的時刻 自選輯/Jam Hsiao - 倒帶.mp3,./Cover/愛的時刻 自選輯.jpg,https://www.youtube.com/watch?v=Nv4vGa82Z9I,50,60,62,64,81
522,夢一場,Jam Hsiao,愛的時刻 自選輯,./Music/愛的時刻 自選輯/Jam Hsiao - 夢一場.mp3,./Cover/愛的時刻 自選輯.jpg,https://www.youtube.com/watch?v=8IuHLDvWDMI,50,55,59,62,66
523,新不了情,Jam Hsiao,愛的時刻 自選輯,./Music/愛的時刻 自選輯/Jam Hsiao - 新不了情.mp3,./Cover/愛的時刻 自選輯.jpg,https://www.youtube.com/watch?v=LVgZ80p1fdA,48,58,62,65,70
524,開到荼靡,Jam Hsiao,愛的時刻 自選輯,./Music/愛的時刻 自選輯/Jam Hsiao - 開到荼靡.mp3,./Cover/愛的時刻 自選輯.jpg,https://www.youtube.com/watch?v=9m3Xa05_RUc,51,58,62,66,74
525,Only One I Care,Jess Lee,愛的風暴,./Music/愛的風暴/Jess Lee - Only One I Care.mp3,./Cover/愛的風暴.jpg,https://music.youtube.com/watch?v=keBuuvvJtdc,55,65,67,70,74
526,你敢我就敢,Jess Lee,愛的風暴,./Music/愛的風暴/Jess Lee - 你敢我就敢.mp3,./Cover/愛的風暴.jpg,https://www.youtube.com/watch?v=ODcFQMHLC9I,59,66,66,71,74
527,學會不堅強,Jess Lee,愛的風暴,./Music/愛的風暴/Jess Lee - 學會不堅強.mp3,./Cover/愛的風暴.jpg,https://www.youtube.com/watch?v=Bv5NaoYXVtQ,57,66,69,71,74
528,擁抱不算愛情,Jess Lee,愛的風暴,./Music/愛的風暴/Jess Lee - 擁抱不算愛情.mp3,./Cover/愛的風暴.jpg,https://www.youtube.com/watch?v=kYv6rxqyVaQ,60,65,67,69,75
529,暴風雪,Jess Lee,愛的風暴,./Music/愛的風暴/Jess Lee - 暴風雪.mp3,./Cover/愛的風暴.jpg,https://www.youtube.com/watch?v=bRYxhnqxYes,51,61,63,70,73
530,最好的幸福,Jess Lee,愛的風暴,./Music/愛的風暴/Jess Lee - 最好的幸福.mp3,./Cover/愛的風暴.jpg,https://www.youtube.com/watch?v=Z8AGycGfVOQ,53,63,66,70,77
531,鍊愛,Jess Lee,愛的風暴,./Music/愛的風暴/Jess Lee - 鍊愛.mp3,./Cover/愛的風暴.jpg,https://www.youtube.com/watch?v=qCeBX8muMOc,56,66,68,70,75
532,分隔線,Jess Lee,感謝愛人,./Music/感謝愛人/Jess Lee - 分隔線.mp3,./Cover/感謝愛人.jpg,https://www.youtube.com/watch?v=v_1u2o0LiCY,46,64,67,72,82
533,大火,Jess Lee,感謝愛人,./Music/感謝愛人/Jess Lee - 大火.mp3,./Cover/感謝愛人.jpg,https://www.youtube.com/watch?v=qNWPfMUQY50,60,63,67,70,73
534,如果愛是星光,Jess Lee,感謝愛人,./Music/感謝愛人/Jess Lee - 如果愛是星光.mp3,./Cover/感謝愛人.jpg,https://www.youtube.com/watch?v=dsKosjgK7tk,61,66,70,75,79
535,煎熬,Jess Lee,感謝愛人,./Music/感謝愛人/Jess Lee - 煎熬.mp3,./Cover/感謝愛人.jpg,https://www.youtube.com/watch?v=LSqA2PQ8iSQ,48,60,70,74,79
536,離場,Jess Lee,感謝愛人,./Music/感謝愛人/Jess Lee - 離場.mp3,./Cover/感謝愛人.jpg,https://www.youtube.com/watch?v=vFA26YU4Twc,57,64,67,72,76
537,Dancing in the Rain,Karen Mok,我们在中场相遇,./Music/我們在中場相遇/Karen Mok - Dancing in the Rain.mp3,./Cover/我们在中场相遇.jpg,https://www.youtube.com/watch?v=sMmoT17H2fc,49,61,68,70,73
538,I Do,Karen Mok,我们在中场相遇,./Music/我們在中場相遇/Karen Mok - I Do.mp3,./Cover/我们在中场相遇.jpg,https://www.youtube.com/watch?v=egIB3HzvUcY,46,65,67,68,79
539,不待续,Karen Mok,我们在中场相遇,./Music/我們在中場相遇/Karen Mok - 不待续.mp3,./Cover/我们在中场相遇.jpg,https://www.youtube.com/watch?v=HYTAV8c3Tx4,50,60,65,70,75
540,中场没有休息,Karen Mok,我们在中场相遇,./Music/我們在中場相遇/Karen Mok - 中场没有休息.mp3,./Cover/我们在中场相遇.jpg,https://www.youtube.com/watch?v=Z_hofP8sZYY,50,65,68,70,80
541,半生缘 (我们在这里相遇),Karen Mok,我们在中场相遇,./Music/我們在中場相遇/Karen Mok - 半生缘 (我们在这里相遇).mp3,./Cover/我们在中场相遇.jpg,https://www.youtube.com/watch?v=GgbpvYpne5U,50,60,64,66,77
542,天一半 地一半,Karen Mok,我们在中场相遇,./Music/我們在中場相遇/Karen Mok - 天一半 地一半.mp3,./Cover/我们在中场相遇.jpg,https://www.youtube.com/watch?v=jfCn-i69lhc,54,62,64,67,70
543,如初之光,Karen Mok,我们在中场相遇,./Music/我們在中場相遇/Karen Mok - 如初之光.mp3,./Cover/我们在中场相遇.jpg,https://www.youtube.com/watch?v=pRQe8UuBb0g,55,62,65,68,72
544,心领神会,Karen Mok,我们在中场相遇,./Music/我們在中場相遇/Karen Mok - 心领神会.mp3,./Cover/我们在中场相遇.jpg,https://www.youtube.com/watch?v=a0w5bqNuDX8,55,62,66,67,72
545,慢慢喜欢你,Karen Mok,我们在中场相遇,./Music/我們在中場相遇/Karen Mok - 慢慢喜欢你.mp3,./Cover/我们在中场相遇.jpg,https://www.youtube.com/watch?v=_guGBN9L1Tk,46,53,56,60,63
546,绝,Karen Mok,我们在中场相遇,./Music/我們在中場相遇/Karen Mok - 绝.mp3,./Cover/我们在中场相遇.jpg,https://www.youtube.com/watch?v=dDupcd76iJE,48,62,67,68,81
547,飞,Karen Mok,我们在中场相遇,./Music/我們在中場相遇/Karen Mok - 飞.mp3,./Cover/我们在中场相遇.jpg,https://www.youtube.com/watch?v=h0G_48GFTh4,43,62,64,67,74
548,以你的名字呼喊我,Fish Leong,我好嗎? - 太陽如常升起,./Music/我好嗎？太陽如常升起/Fish Leong - 以你的名字呼喊我.mp3,./Cover/我好嗎? - 太陽如常升起.jpg,https://music.youtube.com/watch?v=cSTss6C_ouo,55,59,62,66,68
549,太陽如常升起 Ⅰ,Fish Leong,我好嗎? - 太陽如常升起,./Music/我好嗎？太陽如常升起/Fish Leong - 太陽如常升起 Ⅰ.mp3,./Cover/我好嗎? - 太陽如常升起.jpg,https://music.youtube.com/watch?v=YlBBpmrGIuY,59,62,64,66,71
550,如愛所願,Fish Leong,我好嗎? - 太陽如常升起,./Music/我好嗎？太陽如常升起/Fish Leong - 如愛所願.mp3,./Cover/我好嗎? - 太陽如常升起.jpg,https://music.youtube.com/watch?v=DS5PmEcSrJ4,54,60,63,65,70
551,子非魚,Fish Leong,我好嗎? - 太陽如常升起,./Music/我好嗎？太陽如常升起/Fish Leong - 子非魚.mp3,./Cover/我好嗎? - 太陽如常升起.jpg,https://music.youtube.com/watch?v=hZQQlZH3nEc,49,60,63,65,72
552,完整的我,Fish Leong,我好嗎? - 太陽如常升起,./Music/我好嗎？太陽如常升起/Fish Leong - 完整的我.mp3,./Cover/我好嗎? - 太陽如常升起.jpg,https://music.youtube.com/watch?v=FeadzIUFNMU,52,61,64,68,71
553,平行時空,Fish Leong,我好嗎? - 太陽如常升起,./Music/我好嗎？太陽如常升起/Fish Leong - 平行時空.mp3,./Cover/我好嗎? - 太陽如常升起.jpg,https://music.youtube.com/watch?v=4-6iKBtYS8o,54,61,64,69,73
554,微光,Fish Leong,我好嗎? - 太陽如常升起,./Music/我好嗎？太陽如常升起/Fish Leong - 微光.mp3,./Cover/我好嗎? - 太陽如常升起.jpg,https://music.youtube.com/watch?v=u5pPxIJjXr0,47,61,64,68,70
555,慢冷,Fish Leong,我好嗎? - 太陽如常升起,./Music/我好嗎？太陽如常升起/Fish Leong - 慢冷.mp3,./Cover/我好嗎? - 太陽如常升起.jpg,https://music.youtube.com/watch?v=ec5GCWo9VDY,52,63,64,66,71
556,我好嗎,Fish Leong,我好嗎? - 太陽如常升起,./Music/我好嗎？太陽如常升起/Fish Leong - 我好嗎.mp3,./Cover/我好嗎? - 太陽如常升起.jpg,https://music.youtube.com/watch?v=bk0216HzNBo,50,62,66,67,72
557,類情人,Fish Leong,我好嗎? - 太陽如常升起,./Music/我好嗎？太陽如常升起/Fish Leong - 類情人.mp3,./Cover/我好嗎? - 太陽如常升起.jpg,https://music.youtube.com/watch?v=5u67MiZglpY,54,59,61,63,71
558,愛情的微光,Elva Hsiao,我愛我,./Music/我愛我/Elva Hsiao - 愛情的微光.mp3,./Cover/我愛我.jpg,https://www.youtube.com/watch?v=FvlejdKBx5c,45,58,62,63,70
559,我愛我,Elva Hsiao,我愛我,./Music/我愛我/Elva Hsiao - 我愛我.mp3,./Cover/我愛我.jpg,https://www.youtube.com/watch?v=-KzIaR52MO0,50,63,66,70,73
560,逞強,Elva Hsiao,我愛我,./Music/我愛我/Elva Hsiao - 逞強.mp3,./Cover/我愛我.jpg,https://www.youtube.com/watch?v=CamlOFCta3Q,53,57,65,67,72
561,餘溫,Elva Hsiao,我愛我,./Music/我愛我/Elva Hsiao - 餘溫.mp3,./Cover/我愛我.jpg,https://www.youtube.com/watch?v=UmzB4lsBVTM,51,60,63,66,75
562,鬆鬆,Elva Hsiao,我愛我,./Music/我愛我/Elva Hsiao - 鬆鬆.mp3,./Cover/我愛我.jpg,https://music.youtube.com/watch?v=6q7YPSMo-Xg,56,60,63,65,70
563,少女輓歌,DSPS,我會不會又睡到下午了,./Music/我會不會又睡到下午了/DSPS - 少女輓歌.mp3,./Cover/我會不會又睡到下午了.jpg,https://www.youtube.com/watch?v=EeimCKjSTXE,55,59,60,64,72
564,我會不會又睡到下午了,DSPS,我會不會又睡到下午了,./Music/我會不會又睡到下午了/DSPS - 我會不會又睡到下午了.mp3,./Cover/我會不會又睡到下午了.jpg,https://www.youtube.com/watch?v=u9lMvu2NhyE,49,54,62,66,74
565,溫柔的生活革命,DSPS,我會不會又睡到下午了,./Music/我會不會又睡到下午了/DSPS - 溫柔的生活革命.mp3,./Cover/我會不會又睡到下午了.jpg,https://www.youtube.com/watch?v=g8QzRcerH0k,51,62,63,67,70
566,等雨,Hu Xia,拾,./Music/拾/Hu Xia - 等雨.mp3,./Cover/拾.jpg,https://music.youtube.com/watch?v=Qu0V-lwchXA,47,55,58,61,67
567,花期,Hu Xia,拾,./Music/拾/Hu Xia - 花期.mp3,./Cover/拾.jpg,https://music.youtube.com/watch?v=r7_xKctGlkQ,48,53,58,60,72
568,前往風光明媚的路上,Theseus 忒修斯,掠交替,./Music/掠交替/Theseus 忒修斯 - 前往風光明媚的路上.mp3,./Cover/掠交替.jpg,https://www.youtube.com/watch?v=XXnaL-nOF2A,45,55,58,62,76
569,孤島燈塔,Theseus 忒修斯,掠交替,./Music/掠交替/Theseus 忒修斯 - 孤島燈塔.mp3,./Cover/掠交替.jpg,https://www.youtube.com/watch?v=Dh0xOSBranE,47,57,59,61,68
570,愚人,Theseus 忒修斯,掠交替,./Music/掠交替/Theseus 忒修斯 - 愚人.mp3,./Cover/掠交替.jpg,https://www.youtube.com/watch?v=IH4ZY2rOpn8,47,59,64,64,71
571,掠交替,Theseus 忒修斯,掠交替,./Music/掠交替/Theseus 忒修斯 - 掠交替.mp3,./Cover/掠交替.jpg,https://www.youtube.com/watch?v=29AGeqyjf8s,52,59,61,63,70
572,Fly Away,G.E.M.,摩天動物園,./Music/摩天動物園/G.E.M. - Fly Away.mp3,./Cover/摩天動物園.jpg,https://music.youtube.com/watch?v=8NKLG5qtsls,45,61,66,69,80
573,WALK ON WATER,G.E.M.,摩天動物園,./Music/摩天動物園/G.E.M. - WALK ON WATER.mp3,./Cover/摩天動物園.jpg,https://music.youtube.com/watch?v=bHW3MrtOl00,57,61,71,71,73
574,依然睡公主,G.E.M.,摩天動物園,./Music/摩天動物園/G.E.M. - 依然睡公主.mp3,./Cover/摩天動物園.jpg,https://www.youtube.com/watch?v=uo6dC6TVhkM,57,64,69,71,83
575,句號,G.E.M.,摩天動物園,./Music/摩天動物園/G.E.M. - 句號.mp3,./Cover/摩天動物園.jpg,https://www.youtube.com/watch?v=VgxdbT3Ldk4,43,58,62,69,82
576,多美麗,G.E.M.,摩天動物園,./Music/摩天動物園/G.E.M. - 多美麗.mp3,./Cover/摩天動物園.jpg,https://www.youtube.com/watch?v=ytx3LuM5SVU,51,67,70,72,75
577,好想好想你,G.E.M.,摩天動物園,./Music/摩天動物園/G.E.M. - 好想好想你.mp3,./Cover/摩天動物園.jpg,https://www.youtube.com/watch?v=D0fgtLeFf7I,53,62,67,70,73
578,差不多姑娘,G.E.M.,摩天動物園,./Music/摩天動物園/G.E.M. - 差不多姑娘.mp3,./Cover/摩天動物園.jpg,https://www.youtube.com/watch?v=MrGoqBG8LeQ,54,61,62,77,81
579,"很久以後 - 電影《可不可以,你也剛好喜歡我》主題曲",G.E.M.,摩天動物園,"./Music/摩天動物園/G.E.M. - 很久以後 - 電影《可不可以,你也剛好喜歡我》主題曲.mp3",./Cover/摩天動物園.jpg,https://www.youtube.com/watch?v=2UO-662_g10,54,62,64,67,81
580,摩天動物園,G.E.M.,摩天動物園,./Music/摩天動物園/G.E.M. - 摩天動物園.mp3,./Cover/摩天動物園.jpg,https://www.youtube.com/watch?v=TPHKpZwACzA,43,57,62,65,69
581,灰狼,G.E.M.,摩天動物園,./Music/摩天動物園/G.E.M. - 灰狼.mp3,./Cover/摩天動物園.jpg,https://www.youtube.com/watch?v=QNMAXqaEzMQ,44,56,67,68,82
582,螢火,G.E.M.,摩天動物園,./Music/摩天動物園/G.E.M. - 螢火.mp3,./Cover/摩天動物園.jpg,https://www.youtube.com/watch?v=GM_GfJWVBIQ,57,57,57,60,60
583,透明,G.E.M.,摩天動物園,./Music/摩天動物園/G.E.M. - 透明.mp3,./Cover/摩天動物園.jpg,https://www.youtube.com/watch?v=U9OT2usNF-g,54,58,61,63,68
584,一個人不可能,Della,敢愛敢當,./Music/敢愛敢當/Della - 一個人不可能.mp3,./Cover/敢愛敢當.jpg,https://www.youtube.com/watch?v=eMxdEfnYft8,57,62,66,67,74
585,不是你的錯,Della,敢愛敢當,./Music/敢愛敢當/Della - 不是你的錯.mp3,./Cover/敢愛敢當.jpg,https://www.youtube.com/watch?v=w9oTNMkbjGE,55,60,62,65,69
586,幸福的可能,Della,敢愛敢當,./Music/敢愛敢當/Della - 幸福的可能.mp3,./Cover/敢愛敢當.jpg,https://www.youtube.com/watch?v=C4tTATlO8cQ,55,62,64,66,71
587,我就是喜歡這樣,Della,敢愛敢當,./Music/敢愛敢當/Della - 我就是喜歡這樣.mp3,./Cover/敢愛敢當.jpg,https://www.youtube.com/watch?v=8GqAfBM2AJM,53,65,68,72,82
588,我沒那麼愛你,Della,敢愛敢當,./Music/敢愛敢當/Della - 我沒那麼愛你.mp3,./Cover/敢愛敢當.jpg,https://www.youtube.com/watch?v=Txju7_VLxE4,56,63,68,70,75
589,手掌心,Della,敢愛敢當,./Music/敢愛敢當/Della - 手掌心.mp3,./Cover/敢愛敢當.jpg,https://www.youtube.com/watch?v=9JXLYufMlB8,57,57,77,81,81
590,敢愛敢當,Della,敢愛敢當,./Music/敢愛敢當/Della - 敢愛敢當.mp3,./Cover/敢愛敢當.jpg,https://www.youtube.com/watch?v=guu532lQQC8,49,60,62,72,83
591,親人,Della,敢愛敢當,./Music/敢愛敢當/Della - 親人.mp3,./Cover/敢愛敢當.jpg,https://www.youtube.com/watch?v=9GsRHtLUoy0,57,62,64,67,71
592,我愛他,丁当,敢愛敢當,./Music/敢愛敢當/丁当 - 我愛他.mp3,./Cover/敢愛敢當.jpg,https://music.youtube.com/watch?v=bBogxjrR9bk,57,62,65,69,72
593,人類 (Animal),VH (Vast & Hazy),文明 (The Great Beyond),./Music/文明/VH (Vast & Hazy) - 人類 (Animal).mp3,./Cover/文明 (The Great Beyond).jpg,https://music.youtube.com/watch?v=SdCiAtddqKM,49,64,66,68,76
594,"全員病態就沒人算怪胎 (Anywhere but Here, Any Moment but Now)",VH (Vast & Hazy),文明 (The Great Beyond),"./Music/文明/VH (Vast & Hazy) - 全員病態就沒人算怪胎 (Anywhere but Here, Any Moment but Now).mp3",./Cover/文明 (The Great Beyond).jpg,https://music.youtube.com/watch?v=7tG50LXhCNA,47,64,66,71,83
595,夜行樂園 (ibasho),VH (Vast & Hazy),文明 (The Great Beyond),./Music/文明/VH (Vast & Hazy) - 夜行樂園 (ibasho).mp3,./Cover/文明 (The Great Beyond).jpg,https://music.youtube.com/watch?v=u2S4VGaBQcg,48,62,65,67,70
596,我完美的愛情 (Anglerfish's Love),VH (Vast & Hazy),文明 (The Great Beyond),./Music/文明/VH (Vast & Hazy) - 我完美的愛情 (Anglerfish's Love).mp3,./Cover/文明 (The Great Beyond).jpg,https://music.youtube.com/watch?v=v2TQAj--EQg,45,62,64,71,79
597,文明 (The Great Beyond),VH (Vast & Hazy),文明 (The Great Beyond),./Music/文明/VH (Vast & Hazy) - 文明 (The Great Beyond).mp3,./Cover/文明 (The Great Beyond).jpg,https://music.youtube.com/watch?v=fH3Q4veqCwg,54,61,68,70,82
598,柔軟的監牢 (Where’s Blue Fairy),VH (Vast & Hazy),文明 (The Great Beyond),./Music/文明/VH (Vast & Hazy) - 柔軟的監牢 (Where’s Blue Fairy).mp3,./Cover/文明 (The Great Beyond).jpg,https://music.youtube.com/watch?v=Gbp6yvZrW_E,50,63,66,69,78
599,無差別傷害 (In the Dark),VH (Vast & Hazy),文明 (The Great Beyond),./Music/文明/VH (Vast & Hazy) - 無差別傷害 (In the Dark).mp3,./Cover/文明 (The Great Beyond).jpg,https://music.youtube.com/watch?v=XsmpIIBYaJg,43,62,64,64,72
600,被壞妄想 (Gunshot in Peace),VH (Vast & Hazy),文明 (The Great Beyond),./Music/文明/VH (Vast & Hazy) - 被壞妄想 (Gunshot in Peace).mp3,./Cover/文明 (The Great Beyond).jpg,https://music.youtube.com/watch?v=K6TqvOsRYPU,54,61,66,68,78
601,複寫 (More),VH (Vast & Hazy),文明 (The Great Beyond),./Music/文明/VH (Vast & Hazy) - 複寫 (More).mp3,./Cover/文明 (The Great Beyond).jpg,https://music.youtube.com/watch?v=RZOZ8GRJL-Y,46,65,68,72,75
602,雨季森林 (Don’t Rain on Me),VH (Vast & Hazy),文明 (The Great Beyond),./Music/文明/VH (Vast & Hazy) - 雨季森林 (Don’t Rain on Me).mp3,./Cover/文明 (The Great Beyond).jpg,https://music.youtube.com/watch?v=C36OPxGs7O0,50,64,66,69,76
603,Take Me Away,WeiBird,明天再見,./Music/明天再見/WeiBird - Take Me Away.mp3,./Cover/明天再見.jpg,https://music.youtube.com/watch?v=HfXua5bN0iI,47,59,63,64,68
604,七月,WeiBird,明天再見,./Music/明天再見/WeiBird - 七月.mp3,./Cover/明天再見.jpg,https://music.youtube.com/watch?v=yOeeKuk3d3Y,45,55,59,60,67
605,不都是漫長的道別,WeiBird,明天再見,./Music/明天再見/WeiBird - 不都是漫長的道別.mp3,./Cover/明天再見.jpg,https://music.youtube.com/watch?v=EKk16qTe1ow,49,56,60,62,70
606,世界上最重要的人,WeiBird,明天再見,./Music/明天再見/WeiBird - 世界上最重要的人.mp3,./Cover/明天再見.jpg,https://music.youtube.com/watch?v=hG0bn4fEnMo,47,56,59,64,78
607,巷口那間,WeiBird,明天再見,./Music/明天再見/WeiBird - 巷口那間.mp3,./Cover/明天再見.jpg,https://music.youtube.com/watch?v=dZNZGM-cpvY,47,57,62,67,71
608,忽然,WeiBird,明天再見,./Music/明天再見/WeiBird - 忽然.mp3,./Cover/明天再見.jpg,https://music.youtube.com/watch?v=qj6mkg1TcWs,50,55,62,64,79
609,明天再見,WeiBird,明天再見,./Music/明天再見/WeiBird - 明天再見.mp3,./Cover/明天再見.jpg,https://music.youtube.com/watch?v=_X_4l3u0w3Y,48,56,60,62,64
610,沒有人想念沒離開的人,WeiBird,明天再見,./Music/明天再見/WeiBird - 沒有人想念沒離開的人.mp3,./Cover/明天再見.jpg,https://music.youtube.com/watch?v=WY-Crw_VGAA,47,58,61,63,71
611,假象,Who Cares 胡凱兒,昨天,./Music/昨天/Who Cares 胡凱兒 - 假象.mp3,./Cover/昨天.jpg,https://music.youtube.com/watch?v=8ILa-E4cpBo,45,57,59,62,69
612,停靠,Who Cares 胡凱兒,昨天,./Music/昨天/Who Cares 胡凱兒 - 停靠.mp3,./Cover/昨天.jpg,https://music.youtube.com/watch?v=Jnr2ZyRHT1I,44,52,57,64,80
613,如何,Who Cares 胡凱兒,昨天,./Music/昨天/Who Cares 胡凱兒 - 如何.mp3,./Cover/昨天.jpg,https://music.youtube.com/watch?v=2xrOsjL2fsY,43,57,62,66,79
614,菸癮,Who Cares 胡凱兒,昨天,./Music/昨天/Who Cares 胡凱兒 - 菸癮.mp3,./Cover/昨天.jpg,https://music.youtube.com/watch?v=TjN0bRnSF30,45,49,57,61,74
615,19歲的秋天之歌,DSPS,時間的產物,./Music/時間的產物/DSPS - 19歲的秋天之歌.mp3,./Cover/時間的產物.jpg,https://www.youtube.com/watch?v=5b0taGLTtvc,47,63,64,66,83
616,D.S.P.S.,DSPS,時間的產物,./Music/時間的產物/DSPS - D.S.P.S..mp3,./Cover/時間的產物.jpg,https://music.youtube.com/watch?v=rlJDzsQekNc,52,56,61,66,71
617,Unconscious,DSPS,時間的產物,./Music/時間的產物/DSPS - Unconscious.mp3,./Cover/時間的產物.jpg,https://music.youtube.com/watch?v=qPZa2R1uRIY,46,53,62,63,75
618,住在你的腦袋,DSPS,時間的產物,./Music/時間的產物/DSPS - 住在你的腦袋.mp3,./Cover/時間的產物.jpg,https://www.youtube.com/watch?v=3wCbapdI7QM,45,57,59,64,80
619,冬天再去見你,DSPS,時間的產物,./Music/時間的產物/DSPS - 冬天再去見你.mp3,./Cover/時間的產物.jpg,https://www.youtube.com/watch?v=RWtqRyW8Sxs,53,63,67,68,78
620,夢,DSPS,時間的產物,./Music/時間的產物/DSPS - 夢.mp3,./Cover/時間的產物.jpg,https://www.youtube.com/watch?v=zN23K8BEUz4,45,58,60,64,67
621,成為日常,DSPS,時間的產物,./Music/時間的產物/DSPS - 成為日常.mp3,./Cover/時間的產物.jpg,https://www.youtube.com/watch?v=oiPoHjTont0,43,56,62,67,72
622,我想進入感情的海洋,DSPS,時間的產物,./Music/時間的產物/DSPS - 我想進入感情的海洋.mp3,./Cover/時間的產物.jpg,https://www.youtube.com/watch?v=JUNZ6VDmFJ8,45,60,63,64,69
623,時間的產物,DSPS,時間的產物,./Music/時間的產物/DSPS - 時間的產物.mp3,./Cover/時間的產物.jpg,https://www.youtube.com/watch?v=hDq28adXMqY,45,61,62,64,76
624,自由是在不自由中才看得見的,DSPS,時間的產物,./Music/時間的產物/DSPS - 自由是在不自由中才看得見的.mp3,./Cover/時間的產物.jpg,https://www.youtube.com/watch?v=I4XKN2MSkds,44,59,62,69,83
625,两个人,Ronghao Li,模特,./Music/模特/Ronghao Li - 两个人.mp3,./Cover/模特.jpg,https://www.youtube.com/watch?v=xMRQgH3A-hw,47,54,56,60,66
626,太坦白,Ronghao Li,模特,./Music/模特/Ronghao Li - 太坦白.mp3,./Cover/模特.jpg,https://www.youtube.com/watch?v=9gidYylPShY,47,52,56,59,66
627,拜拜,Ronghao Li,模特,./Music/模特/Ronghao Li - 拜拜.mp3,./Cover/模特.jpg,https://music.youtube.com/watch?v=x2Lqsooww2s,48,55,57,60,64
628,有一个姑娘,Ronghao Li,模特,./Music/模特/Ronghao Li - 有一个姑娘.mp3,./Cover/模特.jpg,https://www.youtube.com/watch?v=1nEKKR7CD6A,49,56,59,63,68
629,李白,Ronghao Li,模特,./Music/模特/Ronghao Li - 李白.mp3,./Cover/模特.jpg,https://music.youtube.com/watch?v=x2Lqsooww2s,48,55,57,60,64
630,模特,Ronghao Li,模特,./Music/模特/Ronghao Li - 模特.mp3,./Cover/模特.jpg,https://music.youtube.com/watch?v=iEFtcVihywY,47,57,62,62,74
631,演员和歌手 (feat. 陈坤),Ronghao Li/陈坤,模特,./Music/模特/Ronghao Li - 演员和歌手 (feat. 陈坤).mp3,./Cover/模特.jpg,https://music.youtube.com/watch?v=v2JjDoYieYU,43,55,60,62,65
632,老伴,Ronghao Li,模特,./Music/模特/Ronghao Li - 老伴.mp3,./Cover/模特.jpg,https://music.youtube.com/watch?v=c6gpTj3eP9s,51,54,58,61,65
633,歸屬,VH (Vast & Hazy),次等秘密,./Music/次等秘密/VH (Vast & Hazy) - 歸屬.mp3,./Cover/次等秘密.jpg,https://music.youtube.com/watch?v=rdNYvikhNAE,47,62,66,66,83
634,與浪之間,VH (Vast & Hazy),次等秘密,./Music/次等秘密/VH (Vast & Hazy) - 與浪之間.mp3,./Cover/次等秘密.jpg,https://music.youtube.com/watch?v=Ogu03jXQpho,49,64,68,71,80
635,食人夢,VH (Vast & Hazy),次等秘密,./Music/次等秘密/VH (Vast & Hazy) - 食人夢.mp3,./Cover/次等秘密.jpg,https://www.youtube.com/watch?v=Tu_ZDJwR4eA,44,63,64,68,71
636,"yet,",VH (Vast & Hazy),求救訊號,"./Music/求救訊號/VH (Vast & Hazy) - yet,.mp3",./Cover/求救訊號.jpg,https://music.youtube.com/watch?v=JzNgJmeINjc,54,63,66,68,78
